ClientInternal,Provider,QuoteType,Field,EffectiveAt,Value,Unit
IBOR-LRCX,Client,Price,mid,2025-05-25,254.06,USD
IBOR-KO,Client,Price,mid,2024-01-01,69.25,USD
IBOR-KO,Client,Price,mid,2024-01-31,72.54,USD
IBOR-KO,Client,Price,mid,2024-03-01,67.15,USD
IBOR-KO,Client,Price,mid,2024-03-31,68.47,USD
IBOR-KO,Client,Price,mid,2024-04-30,69.23,USD
IBOR-KO,Client,Price,mid,2024-05-30,74.43,USD
IBOR-KO,Client,Price,mid,2024-06-29,66.45,USD
IBOR-KO,Client,Price,mid,2024-07-29,72.31,USD
IBOR-KO,Client,Price,mid,2024-08-28,68.36,USD
IBOR-KO,Client,Price,mid,2024-09-27,66.41,USD
IBOR-KO,Client,Price,mid,2024-10-27,68.38,USD
IBOR-KO,Client,Price,mid,2024-11-26,70.53,USD
IBOR-KO,Client,Price,mid,2024-12-26,76.95,USD
IBOR-KO,Client,Price,mid,2025-01-25,73.04,USD
IBOR-KO,Client,Price,mid,2025-02-24,75.2,USD
IBOR-KO,Client,Price,mid,2025-03-26,73.66,USD
IBOR-KO,Client,Price,mid,2025-04-25,78.48,USD
IBOR-KO,Client,Price,mid,2025-05-25,75.11,USD
IBOR-GE,Client,Price,mid,2024-01-01,257.25,USD
IBOR-GE,Client,Price,mid,2024-01-31,239.61,USD
IBOR-GE,Client,Price,mid,2024-03-01,244.0,USD
IBOR-GE,Client,Price,mid,2024-03-31,254.11,USD
IBOR-GE,Client,Price,mid,2024-04-30,255.67,USD
IBOR-GE,Client,Price,mid,2024-05-30,270.23,USD
IBOR-GE,Client,Price,mid,2024-06-29,261.32,USD
IBOR-GE,Client,Price,mid,2024-07-29,252.21,USD
IBOR-GE,Client,Price,mid,2024-08-28,260.24,USD
IBOR-GE,Client,Price,mid,2024-09-27,262.54,USD
IBOR-GE,Client,Price,mid,2024-10-27,276.21,USD
IBOR-GE,Client,Price,mid,2024-11-26,275.66,USD
IBOR-GE,Client,Price,mid,2024-12-26,273.7,USD
IBOR-GE,Client,Price,mid,2025-01-25,284.69,USD
IBOR-GE,Client,Price,mid,2025-02-24,274.97,USD
IBOR-GE,Client,Price,mid,2025-03-26,280.79,USD
IBOR-GE,Client,Price,mid,2025-04-25,285.95,USD
IBOR-GE,Client,Price,mid,2025-05-25,300.05,USD
IBOR-AMAT,Client,Price,mid,2024-01-01,322.82,USD
IBOR-AMAT,Client,Price,mid,2024-01-31,323.11,USD
IBOR-AMAT,Client,Price,mid,2024-03-01,318.34,USD
IBOR-AMAT,Client,Price,mid,2024-03-31,341.32,USD
IBOR-AMAT,Client,Price,mid,2024-04-30,329.93,USD
IBOR-AMAT,Client,Price,mid,2024-05-30,343.75,USD
IBOR-AMAT,Client,Price,mid,2024-06-29,321.26,USD
IBOR-AMAT,Client,Price,mid,2024-07-29,358.1,USD
IBOR-AMAT,Client,Price,mid,2024-08-28,334.12,USD
IBOR-AMAT,Client,Price,mid,2024-09-27,343.64,USD
IBOR-AMAT,Client,Price,mid,2024-10-27,367.81,USD
IBOR-AMAT,Client,Price,mid,2024-11-26,343.62,USD
IBOR-AMAT,Client,Price,mid,2024-12-26,361.15,USD
IBOR-AMAT,Client,Price,mid,2025-01-25,366.08,USD
IBOR-AMAT,Client,Price,mid,2025-02-24,356.99,USD
IBOR-AMAT,Client,Price,mid,2025-03-26,386.94,USD
IBOR-AMAT,Client,Price,mid,2025-04-25,391.89,USD
IBOR-AMAT,Client,Price,mid,2025-05-25,355.39,USD
IBOR-GEV,Client,Price,mid,2024-01-01,878.26,USD
IBOR-GEV,Client,Price,mid,2024-01-31,961.07,USD
IBOR-GEV,Client,Price,mid,2024-03-01,901.17,USD
IBOR-GEV,Client,Price,mid,2024-03-31,940.12,USD
IBOR-GEV,Client,Price,mid,2024-04-30,966.12,USD
IBOR-GEV,Client,Price,mid,2024-05-30,993.56,USD
IBOR-GEV,Client,Price,mid,2024-06-29,972.74,USD
IBOR-GEV,Client,Price,mid,2024-07-29,992.22,USD
IBOR-GEV,Client,Price,mid,2024-08-28,972.81,USD
IBOR-GEV,Client,Price,mid,2024-09-27,1049.48,USD
IBOR-GEV,Client,Price,mid,2024-10-27,1000.15,USD
IBOR-GEV,Client,Price,mid,2024-11-26,1036.51,USD
IBOR-GEV,Client,Price,mid,2024-12-26,1017.77,USD
IBOR-GEV,Client,Price,mid,2025-01-25,1047.03,USD
IBOR-GEV,Client,Price,mid,2025-02-24,1047.14,USD
IBOR-GEV,Client,Price,mid,2025-03-26,1056.4,USD
IBOR-GEV,Client,Price,mid,2025-04-25,1037.66,USD
IBOR-GEV,Client,Price,mid,2025-05-25,1105.87,USD
IBOR-ORCL,Client,Price,mid,2024-01-01,148.11,USD
IBOR-ORCL,Client,Price,mid,2024-01-31,143.66,USD
IBOR-ORCL,Client,Price,mid,2024-03-01,147.48,USD
IBOR-ORCL,Client,Price,mid,2024-03-31,149.39,USD
IBOR-ORCL,Client,Price,mid,2024-04-30,151.22,USD
IBOR-ORCL,Client,Price,mid,2024-05-30,149.49,USD
IBOR-ORCL,Client,Price,mid,2024-06-29,150.42,USD
IBOR-ORCL,Client,Price,mid,2024-07-29,155.05,USD
IBOR-ORCL,Client,Price,mid,2024-08-28,152.47,USD
IBOR-ORCL,Client,Price,mid,2024-09-27,148.66,USD
IBOR-ORCL,Client,Price,mid,2024-10-27,155.01,USD
IBOR-ORCL,Client,Price,mid,2024-11-26,146.88,USD
IBOR-ORCL,Client,Price,mid,2024-12-26,157.63,USD
IBOR-ORCL,Client,Price,mid,2025-01-25,161.1,USD
IBOR-ORCL,Client,Price,mid,2025-02-24,166.58,USD
IBOR-ORCL,Client,Price,mid,2025-03-26,162.56,USD
IBOR-ORCL,Client,Price,mid,2025-04-25,167.82,USD
IBOR-ORCL,Client,Price,mid,2025-05-25,164.57,USD
IBOR-GS,Client,Price,mid,2024-01-01,759.12,USD
IBOR-GS,Client,Price,mid,2024-01-31,756.06,USD
IBOR-GS,Client,Price,mid,2024-03-01,776.05,USD
IBOR-GS,Client,Price,mid,2024-03-31,772.76,USD
IBOR-GS,Client,Price,mid,2024-04-30,836.07,USD
IBOR-GS,Client,Price,mid,2024-05-30,820.4,USD
IBOR-GS,Client,Price,mid,2024-06-29,849.75,USD
IBOR-GS,Client,Price,mid,2024-07-29,843.66,USD
IBOR-GS,Client,Price,mid,2024-08-28,878.36,USD
IBOR-GS,Client,Price,mid,2024-09-27,886.53,USD
IBOR-GS,Client,Price,mid,2024-10-27,846.84,USD
IBOR-GS,Client,Price,mid,2024-11-26,864.88,USD
IBOR-GS,Client,Price,mid,2024-12-26,865.41,USD
IBOR-GS,Client,Price,mid,2025-01-25,842.88,USD
IBOR-GS,Client,Price,mid,2025-02-24,914.43,USD
IBOR-GS,Client,Price,mid,2025-03-26,936.43,USD
IBOR-GS,Client,Price,mid,2025-04-25,910.93,USD
IBOR-GS,Client,Price,mid,2025-05-25,905.12,USD
IBOR-MRK,Client,Price,mid,2024-01-01,97.13,USD
IBOR-MRK,Client,Price,mid,2024-01-31,86.7,USD
IBOR-MRK,Client,Price,mid,2024-03-01,95.95,USD
IBOR-MRK,Client,Price,mid,2024-03-31,96.75,USD
IBOR-MRK,Client,Price,mid,2024-04-30,95.31,USD
IBOR-MRK,Client,Price,mid,2024-05-30,102.7,USD
IBOR-MRK,Client,Price,mid,2024-06-29,102.23,USD
IBOR-MRK,Client,Price,mid,2024-07-29,99.08,USD
IBOR-MRK,Client,Price,mid,2024-08-28,100.57,USD
IBOR-MRK,Client,Price,mid,2024-09-27,100.5,USD
IBOR-MRK,Client,Price,mid,2024-10-27,101.0,USD
IBOR-MRK,Client,Price,mid,2024-11-26,99.29,USD
IBOR-MRK,Client,Price,mid,2024-12-26,109.08,USD
IBOR-MRK,Client,Price,mid,2025-01-25,108.84,USD
IBOR-MRK,Client,Price,mid,2025-02-24,109.0,USD
IBOR-MRK,Client,Price,mid,2025-03-26,103.67,USD
IBOR-MRK,Client,Price,mid,2025-04-25,115.06,USD
IBOR-MRK,Client,Price,mid,2025-05-25,115.65,USD
IBOR-PM,Client,Price,mid,2024-01-01,141.94,USD
IBOR-PM,Client,Price,mid,2024-01-31,137.89,USD
IBOR-PM,Client,Price,mid,2024-03-01,139.46,USD
IBOR-PM,Client,Price,mid,2024-03-31,147.24,USD
IBOR-PM,Client,Price,mid,2024-04-30,141.99,USD
IBOR-PM,Client,Price,mid,2024-05-30,147.75,USD
IBOR-PM,Client,Price,mid,2024-06-29,154.72,USD
IBOR-PM,Client,Price,mid,2024-07-29,143.18,USD
IBOR-PM,Client,Price,mid,2024-08-28,162.05,USD
IBOR-PM,Client,Price,mid,2024-09-27,161.25,USD
IBOR-PM,Client,Price,mid,2024-10-27,148.67,USD
IBOR-PM,Client,Price,mid,2024-11-26,149.18,USD
IBOR-PM,Client,Price,mid,2024-12-26,156.18,USD
IBOR-PM,Client,Price,mid,2025-01-25,153.85,USD
IBOR-PM,Client,Price,mid,2025-02-24,159.05,USD
IBOR-PM,Client,Price,mid,2025-03-26,148.9,USD
IBOR-PM,Client,Price,mid,2025-04-25,161.99,USD
IBOR-PM,Client,Price,mid,2025-05-25,173.48,USD
IBOR-WFC,Client,Price,mid,2024-01-01,66.54,USD
IBOR-WFC,Client,Price,mid,2024-01-31,69.29,USD
IBOR-WFC,Client,Price,mid,2024-03-01,66.99,USD
IBOR-WFC,Client,Price,mid,2024-03-31,72.87,USD
IBOR-WFC,Client,Price,mid,2024-04-30,71.44,USD
IBOR-WFC,Client,Price,mid,2024-05-30,77.42,USD
IBOR-WFC,Client,Price,mid,2024-06-29,73.86,USD
IBOR-WFC,Client,Price,mid,2024-07-29,73.12,USD
IBOR-WFC,Client,Price,mid,2024-08-28,76.05,USD
IBOR-WFC,Client,Price,mid,2024-09-27,74.15,USD
IBOR-WFC,Client,Price,mid,2024-10-27,72.79,USD
IBOR-WFC,Client,Price,mid,2024-11-26,77.48,USD
IBOR-WFC,Client,Price,mid,2024-12-26,77.0,USD
IBOR-WFC,Client,Price,mid,2025-01-25,78.51,USD
IBOR-WFC,Client,Price,mid,2025-02-24,79.7,USD
IBOR-WFC,Client,Price,mid,2025-03-26,78.21,USD
IBOR-WFC,Client,Price,mid,2025-04-25,81.17,USD
IBOR-WFC,Client,Price,mid,2025-05-25,85.07,USD
IBOR-TXN,Client,Price,mid,2024-01-01,216.44,USD
IBOR-TXN,Client,Price,mid,2024-01-31,241.27,USD
IBOR-TXN,Client,Price,mid,2024-03-01,227.74,USD
IBOR-TXN,Client,Price,mid,2024-03-31,225.78,USD
IBOR-TXN,Client,Price,mid,2024-04-30,253.38,USD
IBOR-TXN,Client,Price,mid,2024-05-30,237.52,USD
IBOR-TXN,Client,Price,mid,2024-06-29,249.39,USD
IBOR-TXN,Client,Price,mid,2024-07-29,247.21,USD
IBOR-TXN,Client,Price,mid,2024-08-28,229.56,USD
IBOR-TXN,Client,Price,mid,2024-09-27,246.09,USD
IBOR-TXN,Client,Price,mid,2024-10-27,243.16,USD
IBOR-TXN,Client,Price,mid,2024-11-26,238.87,USD
IBOR-TXN,Client,Price,mid,2024-12-26,237.66,USD
IBOR-TXN,Client,Price,mid,2025-01-25,254.77,USD
IBOR-TXN,Client,Price,mid,2025-02-24,260.86,USD
IBOR-TXN,Client,Price,mid,2025-03-26,261.48,USD
IBOR-TXN,Client,Price,mid,2025-04-25,258.15,USD
IBOR-TXN,Client,Price,mid,2025-05-25,256.44,USD
IBOR-LIN,Client,Price,mid,2024-01-01,418.64,USD
IBOR-LIN,Client,Price,mid,2024-01-31,429.5,USD
IBOR-LIN,Client,Price,mid,2024-03-01,426.44,USD
IBOR-LIN,Client,Price,mid,2024-03-31,443.39,USD
IBOR-LIN,Client,Price,mid,2024-04-30,450.41,USD
IBOR-LIN,Client,Price,mid,2024-05-30,441.29,USD
IBOR-LIN,Client,Price,mid,2024-06-29,455.71,USD
IBOR-LIN,Client,Price,mid,2024-07-29,451.87,USD
IBOR-LIN,Client,Price,mid,2024-08-28,467.7,USD
IBOR-LIN,Client,Price,mid,2024-09-27,479.78,USD
IBOR-LIN,Client,Price,mid,2024-10-27,479.0,USD
IBOR-LIN,Client,Price,mid,2024-11-26,487.75,USD
IBOR-LIN,Client,Price,mid,2024-12-26,459.49,USD
IBOR-LIN,Client,Price,mid,2025-01-25,483.23,USD
IBOR-LIN,Client,Price,mid,2025-02-24,497.52,USD
IBOR-LIN,Client,Price,mid,2025-03-26,507.35,USD
IBOR-LIN,Client,Price,mid,2025-04-25,477.32,USD
IBOR-LIN,Client,Price,mid,2025-05-25,508.47,USD
IBOR-KLAC,Client,Price,mid,2024-01-01,1603.1,USD
IBOR-KLAC,Client,Price,mid,2024-01-31,1543.01,USD
IBOR-KLAC,Client,Price,mid,2024-03-01,1562.63,USD
IBOR-KLAC,Client,Price,mid,2024-03-31,1607.29,USD
IBOR-KLAC,Client,Price,mid,2024-04-30,1611.33,USD
IBOR-KLAC,Client,Price,mid,2024-05-30,1649.61,USD
IBOR-KLAC,Client,Price,mid,2024-06-29,1632.0,USD
IBOR-KLAC,Client,Price,mid,2024-07-29,1651.42,USD
IBOR-KLAC,Client,Price,mid,2024-08-28,1615.76,USD
IBOR-KLAC,Client,Price,mid,2024-09-27,1664.05,USD
IBOR-KLAC,Client,Price,mid,2024-10-27,1756.38,USD
IBOR-KLAC,Client,Price,mid,2024-11-26,1692.37,USD
IBOR-KLAC,Client,Price,mid,2024-12-26,1709.37,USD
IBOR-KLAC,Client,Price,mid,2025-01-25,1706.92,USD
IBOR-KLAC,Client,Price,mid,2025-02-24,1791.39,USD
IBOR-KLAC,Client,Price,mid,2025-03-26,1717.36,USD
IBOR-KLAC,Client,Price,mid,2025-04-25,1828.23,USD
IBOR-KLAC,Client,Price,mid,2025-05-25,1743.05,USD
IBOR-RTX,Client,Price,mid,2024-01-01,143.75,USD
IBOR-RTX,Client,Price,mid,2024-01-31,151.88,USD
IBOR-RTX,Client,Price,mid,2024-03-01,152.94,USD
IBOR-RTX,Client,Price,mid,2024-03-31,155.29,USD
IBOR-RTX,Client,Price,mid,2024-04-30,160.78,USD
IBOR-RTX,Client,Price,mid,2024-05-30,154.47,USD
IBOR-RTX,Client,Price,mid,2024-06-29,160.45,USD
IBOR-RTX,Client,Price,mid,2024-07-29,154.78,USD
IBOR-RTX,Client,Price,mid,2024-08-28,167.68,USD
IBOR-RTX,Client,Price,mid,2024-09-27,165.84,USD
IBOR-RTX,Client,Price,mid,2024-10-27,166.8,USD
IBOR-RTX,Client,Price,mid,2024-11-26,166.42,USD
IBOR-RTX,Client,Price,mid,2024-12-26,162.76,USD
IBOR-RTX,Client,Price,mid,2025-01-25,166.63,USD
IBOR-RTX,Client,Price,mid,2025-02-24,172.47,USD
IBOR-RTX,Client,Price,mid,2025-03-26,171.19,USD
IBOR-RTX,Client,Price,mid,2025-04-25,173.4,USD
IBOR-RTX,Client,Price,mid,2025-05-25,167.05,USD
IBOR-MS,Client,Price,mid,2024-01-01,162.84,USD
IBOR-MS,Client,Price,mid,2024-01-31,159.44,USD
IBOR-MS,Client,Price,mid,2024-03-01,158.79,USD
IBOR-MS,Client,Price,mid,2024-03-31,165.68,USD
IBOR-MS,Client,Price,mid,2024-04-30,157.55,USD
IBOR-MS,Client,Price,mid,2024-05-30,173.73,USD
IBOR-MS,Client,Price,mid,2024-06-29,176.19,USD
IBOR-MS,Client,Price,mid,2024-07-29,172.61,USD
IBOR-MS,Client,Price,mid,2024-08-28,168.82,USD
IBOR-MS,Client,Price,mid,2024-09-27,170.68,USD
IBOR-MS,Client,Price,mid,2024-10-27,176.81,USD
IBOR-MS,Client,Price,mid,2024-11-26,165.41,USD
IBOR-MS,Client,Price,mid,2024-12-26,181.87,USD
IBOR-MS,Client,Price,mid,2025-01-25,186.22,USD
IBOR-MS,Client,Price,mid,2025-02-24,182.23,USD
IBOR-MS,Client,Price,mid,2025-03-26,182.78,USD
IBOR-MS,Client,Price,mid,2025-04-25,188.23,USD
IBOR-MS,Client,Price,mid,2025-05-25,190.78,USD
IBOR-C,Client,Price,mid,2024-01-01,113.47,USD
IBOR-C,Client,Price,mid,2024-01-31,110.39,USD
IBOR-C,Client,Price,mid,2024-03-01,108.73,USD
IBOR-C,Client,Price,mid,2024-03-31,110.69,USD
IBOR-C,Client,Price,mid,2024-04-30,114.24,USD
IBOR-C,Client,Price,mid,2024-05-30,120.61,USD
IBOR-C,Client,Price,mid,2024-06-29,114.44,USD
IBOR-C,Client,Price,mid,2024-07-29,112.69,USD
IBOR-C,Client,Price,mid,2024-08-28,114.46,USD
IBOR-C,Client,Price,mid,2024-09-27,110.81,USD
IBOR-C,Client,Price,mid,2024-10-27,121.23,USD
IBOR-C,Client,Price,mid,2024-11-26,115.78,USD
IBOR-C,Client,Price,mid,2024-12-26,117.35,USD
IBOR-C,Client,Price,mid,2025-01-25,115.56,USD
IBOR-C,Client,Price,mid,2025-02-24,119.93,USD
IBOR-C,Client,Price,mid,2025-03-26,127.51,USD
IBOR-C,Client,Price,mid,2025-04-25,121.33,USD
IBOR-C,Client,Price,mid,2025-05-25,120.71,USD
IBOR-IBM,Client,Price,mid,2024-01-01,199.33,USD
IBOR-IBM,Client,Price,mid,2024-01-31,197.64,USD
IBOR-IBM,Client,Price,mid,2024-03-01,204.99,USD
IBOR-IBM,Client,Price,mid,2024-03-31,209.09,USD
IBOR-IBM,Client,Price,mid,2024-04-30,205.79,USD
IBOR-IBM,Client,Price,mid,2024-05-30,198.72,USD
IBOR-IBM,Client,Price,mid,2024-06-29,208.87,USD
IBOR-IBM,Client,Price,mid,2024-07-29,215.18,USD
IBOR-IBM,Client,Price,mid,2024-08-28,209.54,USD
IBOR-IBM,Client,Price,mid,2024-09-27,205.51,USD
IBOR-IBM,Client,Price,mid,2024-10-27,225.21,USD
IBOR-IBM,Client,Price,mid,2024-11-26,216.54,USD
IBOR-IBM,Client,Price,mid,2024-12-26,218.53,USD
IBOR-IBM,Client,Price,mid,2025-01-25,223.44,USD
IBOR-IBM,Client,Price,mid,2025-02-24,232.48,USD
IBOR-IBM,Client,Price,mid,2025-03-26,229.06,USD
IBOR-IBM,Client,Price,mid,2025-04-25,226.83,USD
IBOR-IBM,Client,Price,mid,2025-05-25,235.87,USD
IBOR-PEP,Client,Price,mid,2024-01-01,142.91,USD
IBOR-PEP,Client,Price,mid,2024-01-31,140.66,USD
IBOR-PEP,Client,Price,mid,2024-03-01,138.61,USD
IBOR-PEP,Client,Price,mid,2024-03-31,131.49,USD
IBOR-PEP,Client,Price,mid,2024-04-30,155.65,USD
IBOR-PEP,Client,Price,mid,2024-05-30,133.74,USD
IBOR-PEP,Client,Price,mid,2024-06-29,138.92,USD
IBOR-PEP,Client,Price,mid,2024-07-29,138.68,USD
IBOR-PEP,Client,Price,mid,2024-08-28,150.89,USD
IBOR-PEP,Client,Price,mid,2024-09-27,146.54,USD
IBOR-PEP,Client,Price,mid,2024-10-27,139.18,USD
IBOR-PEP,Client,Price,mid,2024-11-26,148.43,USD
IBOR-PEP,Client,Price,mid,2024-12-26,151.04,USD
IBOR-PEP,Client,Price,mid,2025-01-25,148.28,USD
IBOR-PEP,Client,Price,mid,2025-02-24,145.36,USD
IBOR-PEP,Client,Price,mid,2025-03-26,148.98,USD
IBOR-PEP,Client,Price,mid,2025-04-25,151.64,USD
IBOR-PEP,Client,Price,mid,2025-05-25,155.09,USD
IBOR-MCD,Client,Price,mid,2024-01-01,243.97,USD
IBOR-MCD,Client,Price,mid,2024-01-31,257.42,USD
IBOR-MCD,Client,Price,mid,2024-03-01,245.07,USD
IBOR-MCD,Client,Price,mid,2024-03-31,240.65,USD
IBOR-MCD,Client,Price,mid,2024-04-30,251.79,USD
IBOR-MCD,Client,Price,mid,2024-05-30,272.55,USD
IBOR-MCD,Client,Price,mid,2024-06-29,258.12,USD
IBOR-MCD,Client,Price,mid,2024-07-29,286.12,USD
IBOR-MCD,Client,Price,mid,2024-08-28,272.34,USD
IBOR-MCD,Client,Price,mid,2024-09-27,260.25,USD
IBOR-MCD,Client,Price,mid,2024-10-27,265.58,USD
IBOR-MCD,Client,Price,mid,2024-11-26,277.47,USD
IBOR-MCD,Client,Price,mid,2024-12-26,267.44,USD
IBOR-MCD,Client,Price,mid,2025-01-25,301.04,USD
IBOR-MCD,Client,Price,mid,2025-02-24,273.95,USD
IBOR-MCD,Client,Price,mid,2025-03-26,291.05,USD
IBOR-MCD,Client,Price,mid,2025-04-25,300.32,USD
IBOR-MCD,Client,Price,mid,2025-05-25,289.0,USD
IBOR-COIN,Client,Price,mid,2024-01-01,159.19,USD
IBOR-COIN,Client,Price,mid,2024-01-31,165.01,USD
IBOR-COIN,Client,Price,mid,2024-03-01,170.33,USD
IBOR-COIN,Client,Price,mid,2024-03-31,174.94,USD
IBOR-COIN,Client,Price,mid,2024-04-30,171.79,USD
IBOR-COIN,Client,Price,mid,2024-05-30,164.92,USD
IBOR-COIN,Client,Price,mid,2024-06-29,174.94,USD
IBOR-COIN,Client,Price,mid,2024-07-29,172.39,USD
IBOR-COIN,Client,Price,mid,2024-08-28,165.21,USD
IBOR-COIN,Client,Price,mid,2024-09-27,175.48,USD
IBOR-COIN,Client,Price,mid,2024-10-27,172.82,USD
IBOR-COIN,Client,Price,mid,2024-11-26,186.19,USD
IBOR-COIN,Client,Price,mid,2024-12-26,195.72,USD
IBOR-COIN,Client,Price,mid,2025-01-25,196.84,USD
IBOR-COIN,Client,Price,mid,2025-02-24,184.29,USD
IBOR-COIN,Client,Price,mid,2025-03-26,186.53,USD
IBOR-COIN,Client,Price,mid,2025-04-25,194.88,USD
IBOR-COIN,Client,Price,mid,2025-05-25,198.66,USD
IBOR-CRCL,Client,Price,mid,2024-01-01,79.01,USD
IBOR-CRCL,Client,Price,mid,2024-01-31,80.58,USD
IBOR-CRCL,Client,Price,mid,2024-03-01,88.02,USD
IBOR-CRCL,Client,Price,mid,2024-03-31,82.25,USD
IBOR-CRCL,Client,Price,mid,2024-04-30,81.97,USD
IBOR-CRCL,Client,Price,mid,2024-05-30,84.47,USD
IBOR-CRCL,Client,Price,mid,2024-06-29,86.56,USD
IBOR-CRCL,Client,Price,mid,2024-07-29,82.81,USD
IBOR-CRCL,Client,Price,mid,2024-08-28,85.78,USD
IBOR-CRCL,Client,Price,mid,2024-09-27,83.97,USD
IBOR-CRCL,Client,Price,mid,2024-10-27,87.27,USD
IBOR-CRCL,Client,Price,mid,2024-11-26,94.16,USD
IBOR-CRCL,Client,Price,mid,2024-12-26,91.73,USD
IBOR-CRCL,Client,Price,mid,2025-01-25,90.16,USD
IBOR-CRCL,Client,Price,mid,2025-02-24,88.56,USD
IBOR-CRCL,Client,Price,mid,2025-03-26,91.11,USD
IBOR-CRCL,Client,Price,mid,2025-04-25,95.75,USD
IBOR-CRCL,Client,Price,mid,2025-05-25,91.97,USD
IBOR-IREN,Client,Price,mid,2024-01-01,39.71,USD
IBOR-IREN,Client,Price,mid,2024-01-31,36.31,USD
IBOR-IREN,Client,Price,mid,2024-03-01,38.13,USD
IBOR-IREN,Client,Price,mid,2024-03-31,41.21,USD
IBOR-IREN,Client,Price,mid,2024-04-30,36.58,USD
IBOR-IREN,Client,Price,mid,2024-05-30,41.21,USD
IBOR-IREN,Client,Price,mid,2024-06-29,37.53,USD
IBOR-IREN,Client,Price,mid,2024-07-29,40.25,USD
IBOR-IREN,Client,Price,mid,2024-08-28,40.51,USD
IBOR-IREN,Client,Price,mid,2024-09-27,42.21,USD
IBOR-IREN,Client,Price,mid,2024-10-27,37.27,USD
IBOR-IREN,Client,Price,mid,2024-11-26,39.29,USD
IBOR-IREN,Client,Price,mid,2024-12-26,41.46,USD
IBOR-IREN,Client,Price,mid,2025-01-25,42.64,USD
IBOR-IREN,Client,Price,mid,2025-02-24,41.77,USD
IBOR-IREN,Client,Price,mid,2025-03-26,43.03,USD
IBOR-IREN,Client,Price,mid,2025-04-25,42.12,USD
IBOR-IREN,Client,Price,mid,2025-05-25,43.53,USD
IBOR-BMNR,Client,Price,mid,2024-01-01,17.71,USD
IBOR-BMNR,Client,Price,mid,2024-01-31,18.59,USD
IBOR-BMNR,Client,Price,mid,2024-03-01,18.99,USD
IBOR-BMNR,Client,Price,mid,2024-03-31,19.72,USD
IBOR-BMNR,Client,Price,mid,2024-04-30,18.55,USD
IBOR-BMNR,Client,Price,mid,2024-05-30,18.95,USD
IBOR-BMNR,Client,Price,mid,2024-06-29,19.36,USD
IBOR-BMNR,Client,Price,mid,2024-07-29,19.32,USD
IBOR-BMNR,Client,Price,mid,2024-08-28,19.66,USD
IBOR-BMNR,Client,Price,mid,2024-09-27,18.86,USD
IBOR-BMNR,Client,Price,mid,2024-10-27,20.29,USD
IBOR-BMNR,Client,Price,mid,2024-11-26,19.64,USD
IBOR-BMNR,Client,Price,mid,2024-12-26,19.79,USD
IBOR-BMNR,Client,Price,mid,2025-01-25,19.56,USD
IBOR-BMNR,Client,Price,mid,2025-02-24,21.51,USD
IBOR-BMNR,Client,Price,mid,2025-03-26,20.85,USD
IBOR-BMNR,Client,Price,mid,2025-04-25,21.86,USD
IBOR-BMNR,Client,Price,mid,2025-05-25,21.48,USD
IBOR-APLD,Client,Price,mid,2024-01-01,25.65,USD
IBOR-APLD,Client,Price,mid,2024-01-31,26.52,USD
IBOR-APLD,Client,Price,mid,2024-03-01,28.56,USD
IBOR-APLD,Client,Price,mid,2024-03-31,27.36,USD
IBOR-APLD,Client,Price,mid,2024-04-30,27.31,USD
IBOR-APLD,Client,Price,mid,2024-05-30,28.46,USD
IBOR-APLD,Client,Price,mid,2024-06-29,28.73,USD
IBOR-APLD,Client,Price,mid,2024-07-29,28.19,USD
IBOR-APLD,Client,Price,mid,2024-08-28,29.12,USD
IBOR-APLD,Client,Price,mid,2024-09-27,29.24,USD
IBOR-APLD,Client,Price,mid,2024-10-27,27.47,USD
IBOR-APLD,Client,Price,mid,2024-11-26,30.72,USD
IBOR-APLD,Client,Price,mid,2024-12-26,29.72,USD
IBOR-APLD,Client,Price,mid,2025-01-25,32.03,USD
IBOR-APLD,Client,Price,mid,2025-02-24,29.93,USD
IBOR-APLD,Client,Price,mid,2025-03-26,29.79,USD
IBOR-APLD,Client,Price,mid,2025-04-25,32.72,USD
IBOR-APLD,Client,Price,mid,2025-05-25,30.32,USD
IBOR-HUT,Client,Price,mid,2024-01-01,59.92,USD
IBOR-HUT,Client,Price,mid,2024-01-31,63.19,USD
IBOR-HUT,Client,Price,mid,2024-03-01,61.78,USD
IBOR-HUT,Client,Price,mid,2024-03-31,59.51,USD
IBOR-HUT,Client,Price,mid,2024-04-30,64.1,USD
IBOR-HUT,Client,Price,mid,2024-05-30,63.88,USD
IBOR-HUT,Client,Price,mid,2024-06-29,67.68,USD
IBOR-HUT,Client,Price,mid,2024-07-29,66.77,USD
IBOR-HUT,Client,Price,mid,2024-08-28,72.67,USD
IBOR-HUT,Client,Price,mid,2024-09-27,63.14,USD
IBOR-HUT,Client,Price,mid,2024-10-27,67.26,USD
IBOR-HUT,Client,Price,mid,2024-11-26,65.6,USD
IBOR-HUT,Client,Price,mid,2024-12-26,71.0,USD
IBOR-HUT,Client,Price,mid,2025-01-25,70.88,USD
IBOR-HUT,Client,Price,mid,2025-02-24,71.34,USD
IBOR-HUT,Client,Price,mid,2025-03-26,68.63,USD
IBOR-HUT,Client,Price,mid,2025-04-25,69.3,USD
IBOR-HUT,Client,Price,mid,2025-05-25,67.12,USD
IBOR-CORZ,Client,Price,mid,2024-01-01,18.04,USD
IBOR-CORZ,Client,Price,mid,2024-01-31,17.49,USD
IBOR-CORZ,Client,Price,mid,2024-03-01,17.19,USD
