ClientInternal,Provider,QuoteType,Field,EffectiveAt,Value,Unit
IBOR-GAGG-022,Client,Price,mid,2024-03-31,1.003714,JPY
IBOR-GAGG-022,Client,Price,mid,2024-04-30,0.999977,JPY
IBOR-GAGG-022,Client,Price,mid,2024-05-30,0.984808,JPY
IBOR-GAGG-022,Client,Price,mid,2024-06-29,1.017237,JPY
IBOR-GAGG-022,Client,Price,mid,2024-07-29,1.008728,JPY
IBOR-GAGG-022,Client,Price,mid,2024-08-28,0.984373,JPY
IBOR-GAGG-022,Client,Price,mid,2024-09-27,0.983098,JPY
IBOR-GAGG-022,Client,Price,mid,2024-10-27,1.010402,JPY
IBOR-GAGG-022,Client,Price,mid,2024-11-26,0.966177,JPY
IBOR-GAGG-022,Client,Price,mid,2024-12-26,0.989846,JPY
IBOR-GAGG-022,Client,Price,mid,2025-01-25,0.983878,JPY
IBOR-GAGG-022,Client,Price,mid,2025-02-24,0.997896,JPY
IBOR-GAGG-022,Client,Price,mid,2025-03-26,1.000721,JPY
IBOR-GAGG-022,Client,Price,mid,2025-04-25,0.997235,JPY
IBOR-GAGG-022,Client,Price,mid,2025-05-25,1.019196,JPY
IBOR-GAGG-023,Client,Price,mid,2024-01-01,1.053537,JPY
IBOR-GAGG-023,Client,Price,mid,2024-01-31,1.044115,JPY
IBOR-GAGG-023,Client,Price,mid,2024-03-01,1.025957,JPY
IBOR-GAGG-023,Client,Price,mid,2024-03-31,1.0254,JPY
IBOR-GAGG-023,Client,Price,mid,2024-04-30,1.027249,JPY
IBOR-GAGG-023,Client,Price,mid,2024-05-30,1.012931,JPY
IBOR-GAGG-023,Client,Price,mid,2024-06-29,1.036078,JPY
IBOR-GAGG-023,Client,Price,mid,2024-07-29,1.064173,JPY
IBOR-GAGG-023,Client,Price,mid,2024-08-28,1.068302,JPY
IBOR-GAGG-023,Client,Price,mid,2024-09-27,1.036135,JPY
IBOR-GAGG-023,Client,Price,mid,2024-10-27,1.036167,JPY
IBOR-GAGG-023,Client,Price,mid,2024-11-26,1.025553,JPY
IBOR-GAGG-023,Client,Price,mid,2024-12-26,1.023884,JPY
IBOR-GAGG-023,Client,Price,mid,2025-01-25,1.040611,JPY
IBOR-GAGG-023,Client,Price,mid,2025-02-24,1.058298,JPY
IBOR-GAGG-023,Client,Price,mid,2025-03-26,1.028666,JPY
IBOR-GAGG-023,Client,Price,mid,2025-04-25,1.049369,JPY
IBOR-GAGG-023,Client,Price,mid,2025-05-25,1.039673,JPY
IBOR-GAGG-024,Client,Price,mid,2024-01-01,1.000209,AUD
IBOR-GAGG-024,Client,Price,mid,2024-01-31,1.044549,AUD
IBOR-GAGG-024,Client,Price,mid,2024-03-01,1.005417,AUD
IBOR-GAGG-024,Client,Price,mid,2024-03-31,0.983202,AUD
IBOR-GAGG-024,Client,Price,mid,2024-04-30,0.994417,AUD
IBOR-GAGG-024,Client,Price,mid,2024-05-30,1.007198,AUD
IBOR-GAGG-024,Client,Price,mid,2024-06-29,1.056214,AUD
IBOR-GAGG-024,Client,Price,mid,2024-07-29,1.017466,AUD
IBOR-GAGG-024,Client,Price,mid,2024-08-28,1.030284,AUD
IBOR-GAGG-024,Client,Price,mid,2024-09-27,1.011563,AUD
IBOR-GAGG-024,Client,Price,mid,2024-10-27,1.047053,AUD
IBOR-GAGG-024,Client,Price,mid,2024-11-26,1.012794,AUD
IBOR-GAGG-024,Client,Price,mid,2024-12-26,1.061187,AUD
IBOR-GAGG-024,Client,Price,mid,2025-01-25,1.014972,AUD
IBOR-GAGG-024,Client,Price,mid,2025-02-24,1.019537,AUD
IBOR-GAGG-024,Client,Price,mid,2025-03-26,1.037288,AUD
IBOR-GAGG-024,Client,Price,mid,2025-04-25,1.035328,AUD
IBOR-GAGG-024,Client,Price,mid,2025-05-25,1.063327,AUD
IBOR-GAGG-025,Client,Price,mid,2024-01-01,0.998754,USD
IBOR-GAGG-025,Client,Price,mid,2024-01-31,1.022835,USD
IBOR-GAGG-025,Client,Price,mid,2024-03-01,1.025345,USD
IBOR-GAGG-025,Client,Price,mid,2024-03-31,1.034518,USD
IBOR-GAGG-025,Client,Price,mid,2024-04-30,1.023036,USD
IBOR-GAGG-025,Client,Price,mid,2024-05-30,1.042108,USD
IBOR-GAGG-025,Client,Price,mid,2024-06-29,1.016008,USD
IBOR-GAGG-025,Client,Price,mid,2024-07-29,1.049158,USD
IBOR-GAGG-025,Client,Price,mid,2024-08-28,1.035941,USD
IBOR-GAGG-025,Client,Price,mid,2024-09-27,1.037663,USD
IBOR-GAGG-025,Client,Price,mid,2024-10-27,1.01578,USD
IBOR-GAGG-025,Client,Price,mid,2024-11-26,0.997191,USD
IBOR-GAGG-025,Client,Price,mid,2024-12-26,1.045403,USD
IBOR-GAGG-025,Client,Price,mid,2025-01-25,1.034618,USD
IBOR-GAGG-025,Client,Price,mid,2025-02-24,1.006584,USD
IBOR-GAGG-025,Client,Price,mid,2025-03-26,1.021096,USD
IBOR-GAGG-025,Client,Price,mid,2025-04-25,1.032175,USD
IBOR-GAGG-025,Client,Price,mid,2025-05-25,1.046698,USD
