InstrumentId,InstrumentIdType,Provider,QuoteType,Field,EffectiveAt,Value,Unit
GBP/USD,CurrencyPair,Client,Price,mid,2024-08-14,1.3822,USD/GBP
EUR/USD,CurrencyPair,Client,Price,mid,2024-08-14,1.0924,USD/EUR
GBP/USD,CurrencyPair,Client,Price,mid,2024-08-15,1.3837,USD/GBP
EUR/USD,CurrencyPair,Client,Price,mid,2024-08-15,1.0956,USD/EUR
GBP/USD,CurrencyPair,Client,Price,mid,2024-08-16,1.3929,USD/GBP
EUR/USD,CurrencyPair,Client,Price,mid,2024-08-16,1.0981,USD/EUR
GBP/USD,CurrencyPair,Client,Price,mid,2024-08-19,1.3942,USD/GBP
EUR/USD,CurrencyPair,Client,Price,mid,2024-08-19,1.1001,USD/EUR
GBP/USD,CurrencyPair,Client,Price,mid,2024-08-20,1.3932,USD/GBP
EUR/USD,CurrencyPair,Client,Price,mid,2024-08-20,1.0979,USD/EUR
GBP/USD,CurrencyPair,Client,Price,mid,2024-08-21,1.3939,USD/GBP
EUR/USD,CurrencyPair,Client,Price,mid,2024-08-21,1.1027,USD/EUR
GBP/USD,CurrencyPair,Client,Price,mid,2024-08-22,1.4004,USD/GBP
EUR/USD,CurrencyPair,Client,Price,mid,2024-08-22,1.1073,USD/EUR
GBP/USD,CurrencyPair,Client,Price,mid,2024-08-23,1.4012,USD/GBP
EUR/USD,CurrencyPair,Client,Price,mid,2024-08-23,1.1079,USD/EUR
GBP/USD,CurrencyPair,Client,Price,mid,2024-08-26,1.4037,USD/GBP
EUR/USD,CurrencyPair,Client,Price,mid,2024-08-26,1.1061,USD/EUR
GBP/USD,CurrencyPair,Client,Price,mid,2024-08-27,1.409,USD/GBP
EUR/USD,CurrencyPair,Client,Price,mid,2024-08-27,1.1044,USD/EUR
GBP/USD,CurrencyPair,Client,Price,mid,2024-08-28,1.4071,USD/GBP
EUR/USD,CurrencyPair,Client,Price,mid,2024-08-28,1.1055,USD/EUR
GBP/USD,CurrencyPair,Client,Price,mid,2024-08-29,1.4001,USD/GBP
EUR/USD,CurrencyPair,Client,Price,mid,2024-08-29,1.1037,USD/EUR
GBP/USD,CurrencyPair,Client,Price,mid,2024-08-30,1.4016,USD/GBP
EUR/USD,CurrencyPair,Client,Price,mid,2024-08-30,1.1038,USD/EUR
GBP/USD,CurrencyPair,Client,Price,mid,2024-09-02,1.4028,USD/GBP
EUR/USD,CurrencyPair,Client,Price,mid,2024-09-02,1.1064,USD/EUR
GBP/USD,CurrencyPair,Client,Price,mid,2024-09-03,1.4005,USD/GBP
EUR/USD,CurrencyPair,Client,Price,mid,2024-09-03,1.1033,USD/EUR
GBP/USD,CurrencyPair,Client,Price,mid,2024-09-04,1.4044,USD/GBP
EUR/USD,CurrencyPair,Client,Price,mid,2024-09-04,1.1079,USD/EUR
GBP/USD,CurrencyPair,Client,Price,mid,2024-09-05,1.4072,USD/GBP
EUR/USD,CurrencyPair,Client,Price,mid,2024-09-05,1.1116,USD/EUR
GBP/USD,CurrencyPair,Client,Price,mid,2024-09-06,1.4033,USD/GBP
EUR/USD,CurrencyPair,Client,Price,mid,2024-09-06,1.1091,USD/EUR
GBP/USD,CurrencyPair,Client,Price,mid,2024-09-09,1.4058,USD/GBP
EUR/USD,CurrencyPair,Client,Price,mid,2024-09-09,1.1062,USD/EUR
GBP/USD,CurrencyPair,Client,Price,mid,2024-09-10,1.4053,USD/GBP
EUR/USD,CurrencyPair,Client,Price,mid,2024-09-10,1.1058,USD/EUR
GBP/USD,CurrencyPair,Client,Price,mid,2024-09-11,1.3993,USD/GBP
EUR/USD,CurrencyPair,Client,Price,mid,2024-09-11,1.1037,USD/EUR
GBP/USD,CurrencyPair,Client,Price,mid,2024-09-12,1.4015,USD/GBP
EUR/USD,CurrencyPair,Client,Price,mid,2024-09-12,1.1033,USD/EUR
GBP/USD,CurrencyPair,Client,Price,mid,2024-09-13,1.4016,USD/GBP
EUR/USD,CurrencyPair,Client,Price,mid,2024-09-13,1.0978,USD/EUR
GBP/USD,CurrencyPair,Client,Price,mid,2024-09-16,1.3987,USD/GBP
EUR/USD,CurrencyPair,Client,Price,mid,2024-09-16,1.0975,USD/EUR
GBP/USD,CurrencyPair,Client,Price,mid,2024-09-17,1.4012,USD/GBP
EUR/USD,CurrencyPair,Client,Price,mid,2024-09-17,1.1017,USD/EUR
GBP/USD,CurrencyPair,Client,Price,mid,2024-09-18,1.4035,USD/GBP
EUR/USD,CurrencyPair,Client,Price,mid,2024-09-18,1.0995,USD/EUR
GBP/USD,CurrencyPair,Client,Price,mid,2024-09-19,1.4013,USD/GBP
EUR/USD,CurrencyPair,Client,Price,mid,2024-09-19,1.0991,USD/EUR
GBP/USD,CurrencyPair,Client,Price,mid,2024-09-20,1.4033,USD/GBP
EUR/USD,CurrencyPair,Client,Price,mid,2024-09-20,1.096,USD/EUR
GBP/USD,CurrencyPair,Client,Price,mid,2024-09-23,1.4079,USD/GBP
EUR/USD,CurrencyPair,Client,Price,mid,2024-09-23,1.0976,USD/EUR
GBP/USD,CurrencyPair,Client,Price,mid,2024-09-24,1.4052,USD/GBP
EUR/USD,CurrencyPair,Client,Price,mid,2024-09-24,1.0973,USD/EUR
GBP/USD,CurrencyPair,Client,Price,mid,2024-09-25,1.4071,USD/GBP
EUR/USD,CurrencyPair,Client,Price,mid,2024-09-25,1.1018,USD/EUR
GBP/USD,CurrencyPair,Client,Price,mid,2024-09-26,1.4074,USD/GBP
EUR/USD,CurrencyPair,Client,Price,mid,2024-09-26,1.1025,USD/EUR
GBP/USD,CurrencyPair,Client,Price,mid,2024-09-27,1.4172,USD/GBP
EUR/USD,CurrencyPair,Client,Price,mid,2024-09-27,1.1019,USD/EUR
GBP/USD,CurrencyPair,Client,Price,mid,2024-09-30,1.4096,USD/GBP
EUR/USD,CurrencyPair,Client,Price,mid,2024-09-30,1.1033,USD/EUR
GBP/USD,CurrencyPair,Client,Price,mid,2024-10-01,1.4128,USD/GBP
EUR/USD,CurrencyPair,Client,Price,mid,2024-10-01,1.1024,USD/EUR
GBP/USD,CurrencyPair,Client,Price,mid,2024-10-02,1.4118,USD/GBP
EUR/USD,CurrencyPair,Client,Price,mid,2024-10-02,1.0997,USD/EUR
GBP/USD,CurrencyPair,Client,Price,mid,2024-10-03,1.4117,USD/GBP
EUR/USD,CurrencyPair,Client,Price,mid,2024-10-03,1.1006,USD/EUR
GBP/USD,CurrencyPair,Client,Price,mid,2024-10-04,1.42,USD/GBP
EUR/USD,CurrencyPair,Client,Price,mid,2024-10-04,1.1004,USD/EUR
GBP/USD,CurrencyPair,Client,Price,mid,2024-10-07,1.4202,USD/GBP
EUR/USD,CurrencyPair,Client,Price,mid,2024-10-07,1.101,USD/EUR
GBP/USD,CurrencyPair,Client,Price,mid,2024-10-08,1.43,USD/GBP
EUR/USD,CurrencyPair,Client,Price,mid,2024-10-08,1.102,USD/EUR
GBP/USD,CurrencyPair,Client,Price,mid,2024-10-09,1.4284,USD/GBP
EUR/USD,CurrencyPair,Client,Price,mid,2024-10-09,1.1011,USD/EUR
GBP/USD,CurrencyPair,Client,Price,mid,2024-10-10,1.4302,USD/GBP
EUR/USD,CurrencyPair,Client,Price,mid,2024-10-10,1.1022,USD/EUR
GBP/USD,CurrencyPair,Client,Price,mid,2024-10-11,1.4284,USD/GBP
EUR/USD,CurrencyPair,Client,Price,mid,2024-10-11,1.1063,USD/EUR
GBP/USD,CurrencyPair,Client,Price,mid,2024-10-14,1.4257,USD/GBP
EUR/USD,CurrencyPair,Client,Price,mid,2024-10-14,1.1041,USD/EUR
GBP/USD,CurrencyPair,Client,Price,mid,2024-10-15,1.4263,USD/GBP
EUR/USD,CurrencyPair,Client,Price,mid,2024-10-15,1.1082,USD/EUR
GBP/USD,CurrencyPair,Client,Price,mid,2024-10-16,1.4254,USD/GBP
EUR/USD,CurrencyPair,Client,Price,mid,2024-10-16,1.1079,USD/EUR
GBP/USD,CurrencyPair,Client,Price,mid,2024-10-17,1.4266,USD/GBP
EUR/USD,CurrencyPair,Client,Price,mid,2024-10-17,1.1064,USD/EUR
GBP/USD,CurrencyPair,Client,Price,mid,2024-10-18,1.4179,USD/GBP
EUR/USD,CurrencyPair,Client,Price,mid,2024-10-18,1.112,USD/EUR
GBP/USD,CurrencyPair,Client,Price,mid,2024-10-21,1.4267,USD/GBP
EUR/USD,CurrencyPair,Client,Price,mid,2024-10-21,1.1126,USD/EUR
GBP/USD,CurrencyPair,Client,Price,mid,2024-10-22,1.4263,USD/GBP
EUR/USD,CurrencyPair,Client,Price,mid,2024-10-22,1.1159,USD/EUR
GBP/USD,CurrencyPair,Client,Price,mid,2024-10-23,1.434,USD/GBP
EUR/USD,CurrencyPair,Client,Price,mid,2024-10-23,1.1179,USD/EUR
GBP/USD,CurrencyPair,Client,Price,mid,2024-10-24,1.43,USD/GBP
EUR/USD,CurrencyPair,Client,Price,mid,2024-10-24,1.1144,USD/EUR
GBP/USD,CurrencyPair,Client,Price,mid,2024-10-25,1.4315,USD/GBP
EUR/USD,CurrencyPair,Client,Price,mid,2024-10-25,1.1149,USD/EUR
GBP/USD,CurrencyPair,Client,Price,mid,2024-10-28,1.4454,USD/GBP
EUR/USD,CurrencyPair,Client,Price,mid,2024-10-28,1.114,USD/EUR
GBP/USD,CurrencyPair,Client,Price,mid,2024-10-29,1.4419,USD/GBP
EUR/USD,CurrencyPair,Client,Price,mid,2024-10-29,1.1112,USD/EUR
GBP/USD,CurrencyPair,Client,Price,mid,2024-10-30,1.4357,USD/GBP
EUR/USD,CurrencyPair,Client,Price,mid,2024-10-30,1.1075,USD/EUR
GBP/USD,CurrencyPair,Client,Price,mid,2024-10-31,1.4336,USD/GBP
EUR/USD,CurrencyPair,Client,Price,mid,2024-10-31,1.1079,USD/EUR
GBP/USD,CurrencyPair,Client,Price,mid,2024-11-01,1.4359,USD/GBP
EUR/USD,CurrencyPair,Client,Price,mid,2024-11-01,1.1094,USD/EUR
GBP/USD,CurrencyPair,Client,Price,mid,2024-11-04,1.4392,USD/GBP
EUR/USD,CurrencyPair,Client,Price,mid,2024-11-04,1.1105,USD/EUR
GBP/USD,CurrencyPair,Client,Price,mid,2024-11-05,1.4451,USD/GBP
EUR/USD,CurrencyPair,Client,Price,mid,2024-11-05,1.11,USD/EUR
GBP/USD,CurrencyPair,Client,Price,mid,2024-11-06,1.4443,USD/GBP
EUR/USD,CurrencyPair,Client,Price,mid,2024-11-06,1.1084,USD/EUR
GBP/USD,CurrencyPair,Client,Price,mid,2024-11-07,1.4376,USD/GBP
EUR/USD,CurrencyPair,Client,Price,mid,2024-11-07,1.1064,USD/EUR
GBP/USD,CurrencyPair,Client,Price,mid,2024-11-08,1.436,USD/GBP
EUR/USD,CurrencyPair,Client,Price,mid,2024-11-08,1.1054,USD/EUR
GBP/USD,CurrencyPair,Client,Price,mid,2024-11-11,1.4416,USD/GBP
EUR/USD,CurrencyPair,Client,Price,mid,2024-11-11,1.1033,USD/EUR
GBP/USD,CurrencyPair,Client,Price,mid,2024-11-12,1.4439,USD/GBP
EUR/USD,CurrencyPair,Client,Price,mid,2024-11-12,1.1031,USD/EUR
GBP/USD,CurrencyPair,Client,Price,mid,2024-11-13,1.4357,USD/GBP
EUR/USD,CurrencyPair,Client,Price,mid,2024-11-13,1.1033,USD/EUR
GBP/USD,CurrencyPair,Client,Price,mid,2024-11-14,1.4358,USD/GBP
EUR/USD,CurrencyPair,Client,Price,mid,2024-11-14,1.1015,USD/EUR
GBP/USD,CurrencyPair,Client,Price,mid,2024-11-15,1.4421,USD/GBP
EUR/USD,CurrencyPair,Client,Price,mid,2024-11-15,1.1012,USD/EUR
GBP/USD,CurrencyPair,Client,Price,mid,2024-11-18,1.4516,USD/GBP
EUR/USD,CurrencyPair,Client,Price,mid,2024-11-18,1.0997,USD/EUR
GBP/USD,CurrencyPair,Client,Price,mid,2024-11-19,1.4543,USD/GBP
EUR/USD,CurrencyPair,Client,Price,mid,2024-11-19,1.0999,USD/EUR
GBP/USD,CurrencyPair,Client,Price,mid,2024-11-20,1.4559,USD/GBP
EUR/USD,CurrencyPair,Client,Price,mid,2024-11-20,1.1012,USD/EUR
GBP/USD,CurrencyPair,Client,Price,mid,2024-11-21,1.4508,USD/GBP
EUR/USD,CurrencyPair,Client,Price,mid,2024-11-21,1.1018,USD/EUR
GBP/USD,CurrencyPair,Client,Price,mid,2024-11-22,1.4474,USD/GBP
EUR/USD,CurrencyPair,Client,Price,mid,2024-11-22,1.1031,USD/EUR
GBP/USD,CurrencyPair,Client,Price,mid,2024-11-25,1.4479,USD/GBP
EUR/USD,CurrencyPair,Client,Price,mid,2024-11-25,1.0997,USD/EUR
GBP/USD,CurrencyPair,Client,Price,mid,2024-11-26,1.4504,USD/GBP
EUR/USD,CurrencyPair,Client,Price,mid,2024-11-26,1.0991,USD/EUR
GBP/USD,CurrencyPair,Client,Price,mid,2024-11-27,1.4532,USD/GBP
EUR/USD,CurrencyPair,Client,Price,mid,2024-11-27,1.0999,USD/EUR
GBP/USD,CurrencyPair,Client,Price,mid,2024-11-28,1.4514,USD/GBP
EUR/USD,CurrencyPair,Client,Price,mid,2024-11-28,1.1015,USD/EUR
GBP/USD,CurrencyPair,Client,Price,mid,2024-11-29,1.4467,USD/GBP
EUR/USD,CurrencyPair,Client,Price,mid,2024-11-29,1.0982,USD/EUR
GBP/USD,CurrencyPair,Client,Price,mid,2024-12-02,1.4436,USD/GBP
EUR/USD,CurrencyPair,Client,Price,mid,2024-12-02,1.0988,USD/EUR
GBP/USD,CurrencyPair,Client,Price,mid,2024-12-03,1.4389,USD/GBP
EUR/USD,CurrencyPair,Client,Price,mid,2024-12-03,1.1017,USD/EUR
GBP/USD,CurrencyPair,Client,Price,mid,2024-12-04,1.442,USD/GBP
EUR/USD,CurrencyPair,Client,Price,mid,2024-12-04,1.1015,USD/EUR
GBP/USD,CurrencyPair,Client,Price,mid,2024-12-05,1.4323,USD/GBP
EUR/USD,CurrencyPair,Client,Price,mid,2024-12-05,1.1015,USD/EUR
GBP/USD,CurrencyPair,Client,Price,mid,2024-12-06,1.4312,USD/GBP
EUR/USD,CurrencyPair,Client,Price,mid,2024-12-06,1.1027,USD/EUR
GBP/USD,CurrencyPair,Client,Price,mid,2024-12-09,1.4334,USD/GBP
EUR/USD,CurrencyPair,Client,Price,mid,2024-12-09,1.1035,USD/EUR
GBP/USD,CurrencyPair,Client,Price,mid,2024-12-10,1.4402,USD/GBP
EUR/USD,CurrencyPair,Client,Price,mid,2024-12-10,1.1052,USD/EUR
GBP/USD,CurrencyPair,Client,Price,mid,2024-12-11,1.4408,USD/GBP
EUR/USD,CurrencyPair,Client,Price,mid,2024-12-11,1.1056,USD/EUR
GBP/USD,CurrencyPair,Client,Price,mid,2024-12-12,1.4454,USD/GBP
EUR/USD,CurrencyPair,Client,Price,mid,2024-12-12,1.1062,USD/EUR
GBP/USD,CurrencyPair,Client,Price,mid,2024-12-13,1.444,USD/GBP
EUR/USD,CurrencyPair,Client,Price,mid,2024-12-13,1.1047,USD/EUR
GBP/USD,CurrencyPair,Client,Price,mid,2024-12-16,1.4411,USD/GBP
EUR/USD,CurrencyPair,Client,Price,mid,2024-12-16,1.1045,USD/EUR
GBP/USD,CurrencyPair,Client,Price,mid,2024-12-17,1.4385,USD/GBP
EUR/USD,CurrencyPair,Client,Price,mid,2024-12-17,1.1075,USD/EUR
GBP/USD,CurrencyPair,Client,Price,mid,2024-12-18,1.4454,USD/GBP
EUR/USD,CurrencyPair,Client,Price,mid,2024-12-18,1.1073,USD/EUR
GBP/USD,CurrencyPair,Client,Price,mid,2024-12-19,1.45,USD/GBP
EUR/USD,CurrencyPair,Client,Price,mid,2024-12-19,1.1071,USD/EUR
GBP/USD,CurrencyPair,Client,Price,mid,2024-12-20,1.4524,USD/GBP
EUR/USD,CurrencyPair,Client,Price,mid,2024-12-20,1.1062,USD/EUR
GBP/USD,CurrencyPair,Client,Price,mid,2024-12-23,1.4672,USD/GBP
EUR/USD,CurrencyPair,Client,Price,mid,2024-12-23,1.1082,USD/EUR
GBP/USD,CurrencyPair,Client,Price,mid,2024-12-24,1.4674,USD/GBP
EUR/USD,CurrencyPair,Client,Price,mid,2024-12-24,1.1065,USD/EUR
GBP/USD,CurrencyPair,Client,Price,mid,2024-12-25,1.4704,USD/GBP
EUR/USD,CurrencyPair,Client,Price,mid,2024-12-25,1.1087,USD/EUR
GBP/USD,CurrencyPair,Client,Price,mid,2024-12-26,1.4721,USD/GBP
EUR/USD,CurrencyPair,Client,Price,mid,2024-12-26,1.1068,USD/EUR
GBP/USD,CurrencyPair,Client,Price,mid,2024-12-27,1.4714,USD/GBP
EUR/USD,CurrencyPair,Client,Price,mid,2024-12-27,1.1047,USD/EUR
GBP/USD,CurrencyPair,Client,Price,mid,2024-12-30,1.4819,USD/GBP
EUR/USD,CurrencyPair,Client,Price,mid,2024-12-30,1.1054,USD/EUR
GBP/USD,CurrencyPair,Client,Price,mid,2024-12-31,1.4889,USD/GBP
EUR/USD,CurrencyPair,Client,Price,mid,2024-12-31,1.1059,USD/EUR
GBP/USD,CurrencyPair,Client,Price,mid,2025-01-01,1.4829,USD/GBP
EUR/USD,CurrencyPair,Client,Price,mid,2025-01-01,1.1068,USD/EUR
GBP/USD,CurrencyPair,Client,Price,mid,2025-01-02,1.4814,USD/GBP
EUR/USD,CurrencyPair,Client,Price,mid,2025-01-02,1.1094,USD/EUR
GBP/USD,CurrencyPair,Client,Price,mid,2025-01-03,1.4836,USD/GBP
EUR/USD,CurrencyPair,Client,Price,mid,2025-01-03,1.1087,USD/EUR
GBP/USD,CurrencyPair,Client,Price,mid,2025-01-06,1.4874,USD/GBP
EUR/USD,CurrencyPair,Client,Price,mid,2025-01-06,1.1099,USD/EUR
GBP/USD,CurrencyPair,Client,Price,mid,2025-01-07,1.4817,USD/GBP
EUR/USD,CurrencyPair,Client,Price,mid,2025-01-07,1.1081,USD/EUR
GBP/USD,CurrencyPair,Client,Price,mid,2025-01-08,1.472,USD/GBP
EUR/USD,CurrencyPair,Client,Price,mid,2025-01-08,1.1111,USD/EUR
GBP/USD,CurrencyPair,Client,Price,mid,2025-01-09,1.4639,USD/GBP
EUR/USD,CurrencyPair,Client,Price,mid,2025-01-09,1.1127,USD/EUR
GBP/USD,CurrencyPair,Client,Price,mid,2025-01-10,1.4639,USD/GBP
EUR/USD,CurrencyPair,Client,Price,mid,2025-01-10,1.1141,USD/EUR
GBP/USD,CurrencyPair,Client,Price,mid,2025-01-13,1.4637,USD/GBP
EUR/USD,CurrencyPair,Client,Price,mid,2025-01-13,1.1147,USD/EUR
GBP/USD,CurrencyPair,Client,Price,mid,2025-01-14,1.4655,USD/GBP
EUR/USD,CurrencyPair,Client,Price,mid,2025-01-14,1.1132,USD/EUR
GBP/USD,CurrencyPair,Client,Price,mid,2025-01-15,1.4624,USD/GBP
EUR/USD,CurrencyPair,Client,Price,mid,2025-01-15,1.1127,USD/EUR
GBP/USD,CurrencyPair,Client,Price,mid,2025-01-16,1.4573,USD/GBP
EUR/USD,CurrencyPair,Client,Price,mid,2025-01-16,1.114,USD/EUR
GBP/USD,CurrencyPair,Client,Price,mid,2025-01-17,1.4487,USD/GBP
EUR/USD,CurrencyPair,Client,Price,mid,2025-01-17,1.1142,USD/EUR
GBP/USD,CurrencyPair,Client,Price,mid,2025-01-20,1.4504,USD/GBP
EUR/USD,CurrencyPair,Client,Price,mid,2025-01-20,1.1147,USD/EUR
GBP/USD,CurrencyPair,Client,Price,mid,2025-01-21,1.4523,USD/GBP
EUR/USD,CurrencyPair,Client,Price,mid,2025-01-21,1.1119,USD/EUR
GBP/USD,CurrencyPair,Client,Price,mid,2025-01-22,1.4569,USD/GBP
EUR/USD,CurrencyPair,Client,Price,mid,2025-01-22,1.1125,USD/EUR
GBP/USD,CurrencyPair,Client,Price,mid,2025-01-23,1.4606,USD/GBP
EUR/USD,CurrencyPair,Client,Price,mid,2025-01-23,1.1112,USD/EUR
GBP/USD,CurrencyPair,Client,Price,mid,2025-01-24,1.4601,USD/GBP
EUR/USD,CurrencyPair,Client,Price,mid,2025-01-24,1.109,USD/EUR
GBP/USD,CurrencyPair,Client,Price,mid,2025-01-27,1.4663,USD/GBP
EUR/USD,CurrencyPair,Client,Price,mid,2025-01-27,1.1089,USD/EUR
GBP/USD,CurrencyPair,Client,Price,mid,2025-01-28,1.466,USD/GBP
EUR/USD,CurrencyPair,Client,Price,mid,2025-01-28,1.105,USD/EUR
GBP/USD,CurrencyPair,Client,Price,mid,2025-01-29,1.4634,USD/GBP
EUR/USD,CurrencyPair,Client,Price,mid,2025-01-29,1.1068,USD/EUR
GBP/USD,CurrencyPair,Client,Price,mid,2025-01-30,1.4614,USD/GBP
EUR/USD,CurrencyPair,Client,Price,mid,2025-01-30,1.1089,USD/EUR
GBP/USD,CurrencyPair,Client,Price,mid,2025-01-31,1.4591,USD/GBP
EUR/USD,CurrencyPair,Client,Price,mid,2025-01-31,1.109,USD/EUR
GBP/USD,CurrencyPair,Client,Price,mid,2025-02-03,1.4499,USD/GBP
EUR/USD,CurrencyPair,Client,Price,mid,2025-02-03,1.107,USD/EUR
GBP/USD,CurrencyPair,Client,Price,mid,2025-02-04,1.4509,USD/GBP
EUR/USD,CurrencyPair,Client,Price,mid,2025-02-04,1.1051,USD/EUR
GBP/USD,CurrencyPair,Client,Price,mid,2025-02-05,1.4523,USD/GBP
EUR/USD,CurrencyPair,Client,Price,mid,2025-02-05,1.105,USD/EUR
GBP/USD,CurrencyPair,Client,Price,mid,2025-02-06,1.451,USD/GBP
EUR/USD,CurrencyPair,Client,Price,mid,2025-02-06,1.0999,USD/EUR
GBP/USD,CurrencyPair,Client,Price,mid,2025-02-07,1.4482,USD/GBP
EUR/USD,CurrencyPair,Client,Price,mid,2025-02-07,1.1005,USD/EUR
GBP/USD,CurrencyPair,Client,Price,mid,2025-02-10,1.4501,USD/GBP
EUR/USD,CurrencyPair,Client,Price,mid,2025-02-10,1.1022,USD/EUR
GBP/USD,CurrencyPair,Client,Price,mid,2025-02-11,1.4579,USD/GBP
EUR/USD,CurrencyPair,Client,Price,mid,2025-02-11,1.1017,USD/EUR
GBP/USD,CurrencyPair,Client,Price,mid,2025-02-12,1.4584,USD/GBP
EUR/USD,CurrencyPair,Client,Price,mid,2025-02-12,1.1008,USD/EUR
GBP/USD,CurrencyPair,Client,Price,mid,2025-02-13,1.4565,USD/GBP
EUR/USD,CurrencyPair,Client,Price,mid,2025-02-13,1.1014,USD/EUR
GBP/USD,CurrencyPair,Client,Price,mid,2025-02-14,1.4542,USD/GBP
EUR/USD,CurrencyPair,Client,Price,mid,2025-02-14,1.1024,USD/EUR
GBP/USD,CurrencyPair,Client,Price,mid,2025-02-17,1.4542,USD/GBP
EUR/USD,CurrencyPair,Client,Price,mid,2025-02-17,1.105,USD/EUR
GBP/USD,CurrencyPair,Client,Price,mid,2025-02-18,1.449,USD/GBP
EUR/USD,CurrencyPair,Client,Price,mid,2025-02-18,1.1053,USD/EUR
GBP/USD,CurrencyPair,Client,Price,mid,2025-02-19,1.4487,USD/GBP
EUR/USD,CurrencyPair,Client,Price,mid,2025-02-19,1.104,USD/EUR
GBP/USD,CurrencyPair,Client,Price,mid,2025-02-20,1.4493,USD/GBP
EUR/USD,CurrencyPair,Client,Price,mid,2025-02-20,1.1032,USD/EUR
GBP/USD,CurrencyPair,Client,Price,mid,2025-02-21,1.4576,USD/GBP
EUR/USD,CurrencyPair,Client,Price,mid,2025-02-21,1.1038,USD/EUR
GBP/USD,CurrencyPair,Client,Price,mid,2025-02-24,1.462,USD/GBP
EUR/USD,CurrencyPair,Client,Price,mid,2025-02-24,1.1075,USD/EUR
GBP/USD,CurrencyPair,Client,Price,mid,2025-02-25,1.4668,USD/GBP
EUR/USD,CurrencyPair,Client,Price,mid,2025-02-25,1.107,USD/EUR
GBP/USD,CurrencyPair,Client,Price,mid,2025-02-26,1.464,USD/GBP
EUR/USD,CurrencyPair,Client,Price,mid,2025-02-26,1.1049,USD/EUR
GBP/USD,CurrencyPair,Client,Price,mid,2025-02-27,1.4672,USD/GBP
EUR/USD,CurrencyPair,Client,Price,mid,2025-02-27,1.1032,USD/EUR
GBP/USD,CurrencyPair,Client,Price,mid,2025-02-28,1.4625,USD/GBP
EUR/USD,CurrencyPair,Client,Price,mid,2025-02-28,1.0988,USD/EUR
GBP/USD,CurrencyPair,Client,Price,mid,2025-03-03,1.4642,USD/GBP
EUR/USD,CurrencyPair,Client,Price,mid,2025-03-03,1.0997,USD/EUR
GBP/USD,CurrencyPair,Client,Price,mid,2025-03-04,1.4663,USD/GBP
EUR/USD,CurrencyPair,Client,Price,mid,2025-03-04,1.0969,USD/EUR
GBP/USD,CurrencyPair,Client,Price,mid,2025-03-05,1.4632,USD/GBP
EUR/USD,CurrencyPair,Client,Price,mid,2025-03-05,1.0944,USD/EUR
GBP/USD,CurrencyPair,Client,Price,mid,2025-03-06,1.4723,USD/GBP
EUR/USD,CurrencyPair,Client,Price,mid,2025-03-06,1.0903,USD/EUR
GBP/USD,CurrencyPair,Client,Price,mid,2025-03-07,1.4751,USD/GBP
EUR/USD,CurrencyPair,Client,Price,mid,2025-03-07,1.0881,USD/EUR
GBP/USD,CurrencyPair,Client,Price,mid,2025-03-10,1.467,USD/GBP
EUR/USD,CurrencyPair,Client,Price,mid,2025-03-10,1.0896,USD/EUR
GBP/USD,CurrencyPair,Client,Price,mid,2025-03-11,1.4697,USD/GBP
EUR/USD,CurrencyPair,Client,Price,mid,2025-03-11,1.087,USD/EUR
GBP/USD,CurrencyPair,Client,Price,mid,2025-03-12,1.4682,USD/GBP
EUR/USD,CurrencyPair,Client,Price,mid,2025-03-12,1.0834,USD/EUR
GBP/USD,CurrencyPair,Client,Price,mid,2025-03-13,1.4685,USD/GBP
EUR/USD,CurrencyPair,Client,Price,mid,2025-03-13,1.084,USD/EUR
GBP/USD,CurrencyPair,Client,Price,mid,2025-03-14,1.4708,USD/GBP
EUR/USD,CurrencyPair,Client,Price,mid,2025-03-14,1.0835,USD/EUR
GBP/USD,CurrencyPair,Client,Price,mid,2025-03-17,1.4728,USD/GBP
EUR/USD,CurrencyPair,Client,Price,mid,2025-03-17,1.0847,USD/EUR
GBP/USD,CurrencyPair,Client,Price,mid,2025-03-18,1.4641,USD/GBP
EUR/USD,CurrencyPair,Client,Price,mid,2025-03-18,1.0865,USD/EUR
GBP/USD,CurrencyPair,Client,Price,mid,2025-03-19,1.4593,USD/GBP
EUR/USD,CurrencyPair,Client,Price,mid,2025-03-19,1.0867,USD/EUR
GBP/USD,CurrencyPair,Client,Price,mid,2025-03-20,1.463,USD/GBP
EUR/USD,CurrencyPair,Client,Price,mid,2025-03-20,1.0841,USD/EUR
GBP/USD,CurrencyPair,Client,Price,mid,2025-03-21,1.469,USD/GBP
EUR/USD,CurrencyPair,Client,Price,mid,2025-03-21,1.084,USD/EUR
GBP/USD,CurrencyPair,Client,Price,mid,2025-03-24,1.4777,USD/GBP
EUR/USD,CurrencyPair,Client,Price,mid,2025-03-24,1.0853,USD/EUR
GBP/USD,CurrencyPair,Client,Price,mid,2025-03-25,1.486,USD/GBP
EUR/USD,CurrencyPair,Client,Price,mid,2025-03-25,1.0843,USD/EUR
GBP/USD,CurrencyPair,Client,Price,mid,2025-03-26,1.4771,USD/GBP
EUR/USD,CurrencyPair,Client,Price,mid,2025-03-26,1.0814,USD/EUR
GBP/USD,CurrencyPair,Client,Price,mid,2025-03-27,1.4808,USD/GBP
EUR/USD,CurrencyPair,Client,Price,mid,2025-03-27,1.084,USD/EUR
GBP/USD,CurrencyPair,Client,Price,mid,2025-03-28,1.4726,USD/GBP
